Timestamp,Shelby ABB-521 Frequency Delta (dF/dt),Shelby ABB-521 Digital Value 1,Shelby ABB-521 Status Flags,Shelby ABB-521 Frequency
01-Sep-2022 01:20:02.900,0.38,0.0,8228.0,59.968
01-Sep-2022 01:20:02.933,0.36,0.0,8228.0,59.961
01-Sep-2022 01:20:03.000,-0.18,0.0,8228.0,59.967
01-Sep-2022 01:20:03.033,0.75,0.0,8228.0,59.957
01-Sep-2022 01:20:03.066,-0.35,0.0,8228.0,59.96
01-Sep-2022 01:20:03.100,-0.13,0.0,8228.0,59.97
01-Sep-2022 01:20:03.133,0.21,0.0,8228.0,59.958
01-Sep-2022 01:20:03.166,0.15,0.0,8228.0,59.966
01-Sep-2022 01:20:03.200,-0.54,0.0,8228.0,59.959
01-Sep-2022 01:20:03.300,0.37,0.0,8228.0,59.964
01-Sep-2022 01:20:03.333,0.2,0.0,8228.0,59.958
01-Sep-2022 01:20:03.366,-0.25,0.0,8228.0,59.968
01-Sep-2022 01:20:03.466,0.92,0.0,8228.0,59.954
01-Sep-2022 01:20:03.500,-0.54,0.0,8228.0,59.968
01-Sep-2022 01:20:03.533,0.39,0.0,8228.0,59.967
01-Sep-2022 01:20:03.566,-0.19,0.0,8228.0,59.954
01-Sep-2022 01:20:03.600,0.38,0.0,8228.0,59.958
01-Sep-2022 01:20:03.633,-0.52,0.0,8228.0,59.967
01-Sep-2022 01:20:03.666,-0.21,0.0,8228.0,59.96
01-Sep-2022 01:20:03.700,0.27,0.0,8228.0,59.967
01-Sep-2022 01:20:03.733,0.04,0.0,8228.0,59.959
01-Sep-2022 01:20:03.766,-0.47,0.0,8228.0,59.954
01-Sep-2022 01:20:03.800,-0.7,0.0,8228.0,59.962
01-Sep-2022 01:20:03.833,0.71,0.0,8228.0,59.965
01-Sep-2022 01:20:03.866,0.63,0.0,8228.0,59.957
01-Sep-2022 01:20:03.900,-0.27,0.0,8228.0,59.962
01-Sep-2022 01:20:03.933,0.43,0.0,8228.0,59.959
01-Sep-2022 01:20:03.966,-0.43,0.0,8228.0,59.963
01-Sep-2022 01:20:04.000,0.53,0.0,8228.0,59.963
01-Sep-2022 01:20:04.033,-0.41,0.0,8228.0,59.959
01-Sep-2022 01:20:04.066,0.29,0.0,8228.0,59.963
01-Sep-2022 01:20:04.100,0.09,0.0,8228.0,59.966
01-Sep-2022 01:20:04.133,0.17,0.0,8228.0,59.958
01-Sep-2022 01:20:04.200,0.26,0.0,8228.0,59.964
01-Sep-2022 01:20:04.233,0.4,0.0,8228.0,59.966
01-Sep-2022 01:20:04.266,0.0,0.0,8228.0,59.962
01-Sep-2022 01:20:04.300,-0.23,0.0,8228.0,59.969
01-Sep-2022 01:20:04.333,0.51,0.0,8228.0,59.962
01-Sep-2022 01:20:04.366,-0.22,0.0,8228.0,59.964
01-Sep-2022 01:20:04.400,0.28,0.0,8228.0,59.962
01-Sep-2022 01:20:04.433,-0.28,0.0,8228.0,59.958
01-Sep-2022 01:20:04.466,-0.18,0.0,8228.0,59.966
01-Sep-2022 01:20:04.500,0.06,0.0,8228.0,59.968
01-Sep-2022 01:20:04.533,0.33,0.0,8228.0,59.962
01-Sep-2022 01:20:04.566,-0.3,0.0,8228.0,59.965
01-Sep-2022 01:20:04.600,-0.21,0.0,8228.0,59.964
01-Sep-2022 01:20:04.633,-0.08,0.0,8228.0,59.965
01-Sep-2022 01:20:04.666,0.0,0.0,8228.0,59.966
01-Sep-2022 01:20:04.700,0.38,0.0,8228.0,59.962
01-Sep-2022 01:20:04.733,-1.09,0.0,8228.0,59.965
01-Sep-2022 01:20:04.766,-0.45,0.0,8228.0,59.95
01-Sep-2022 01:20:04.800,0.32,0.0,8228.0,59.967
01-Sep-2022 01:20:04.833,0.12,0.0,8228.0,59.964
01-Sep-2022 01:20:04.866,0.62,0.0,8228.0,59.964
01-Sep-2022 01:20:04.900,-0.51,0.0,8228.0,59.964
01-Sep-2022 01:20:04.933,-0.44,0.0,8228.0,59.968
01-Sep-2022 01:20:04.966,0.23,0.0,8228.0,59.959
01-Sep-2022 01:20:05.000,-0.22,0.0,8228.0,59.965
01-Sep-2022 01:20:05.033,0.25,0.0,8228.0,59.96
01-Sep-2022 01:20:05.066,-0.51,0.0,8228.0,59.964
01-Sep-2022 01:20:05.100,0.37,0.0,8228.0,59.96
01-Sep-2022 01:20:05.133,-0.03,0.0,8228.0,59.969
01-Sep-2022 01:20:05.166,-0.53,0.0,8228.0,59.961
01-Sep-2022 01:20:05.200,0.27,0.0,8228.0,59.958
01-Sep-2022 01:20:05.233,-0.85,0.0,8228.0,59.959
01-Sep-2022 01:20:05.266,0.17,0.0,8228.0,59.967
01-Sep-2022 01:20:05.300,-0.21,0.0,8228.0,59.964
01-Sep-2022 01:20:05.333,0.38,0.0,8228.0,59.965
01-Sep-2022 01:20:05.366,-0.65,0.0,8228.0,59.965
01-Sep-2022 01:20:05.400,-0.23,0.0,8228.0,59.957
01-Sep-2022 01:20:05.433,-0.65,0.0,8228.0,59.966
01-Sep-2022 01:20:05.466,-0.37,0.0,8228.0,59.964
